Text,Class
"Greek pair attend drugs hearing

Greek sprinters Kostas Kenteris and Katerina Thanou have appeared before an independent tribunal which will decide if their bans should stand.

They were given provisional suspensions by athletics' ruling body the IAAF in December for failing to take drugs tests before the Athens Olympics. The pair arrived with former coach Christos Tzekos to give evidence at the Hellenic Olympic Committee's offices. A decision is expected to be announced before the end of February. Whatever the ruling, all parties will have the right to appeal to the Court of Arbitration for Sport. Yiannis Papadoyiannakis, who was head of the Greek Olympic team at the Athens Games last year, also testified at the tribunal, along with other Greek sports officials and athletes. ""I believe the tribunal will reach a decision that will uphold the standing of the institution,"" said Papadoyiannakis. ""Whatever the athletes have done, we must not forget that they have offered us great moments."" Kenteris won 200m gold at the 2000 Sydney Olympics, while Thanou won silver in the 100m.

They withdrew from the Athens Games last August after missing drugs tests on the eve of the opening ceremony. The pair spent four days in a hospital, claiming they had been injured in a motorcycle crash. The five-member tribunal, assembled by the Hellenic Association of Amateur Athletics, is also examining allegations that Kenteris and Thanou avoided tests in Tel Aviv and Chicago before the Games. Tzekos was also banned for two years by the IAAF. He faces charges of assisting in the use of prohibited substances and tampering with the doping inspection process. All three, who have repeatedly denied the allegations, have also been charged by a Greek prosecutor and face trial for doping-related charges. A trial date has not been set. In imposing two-year suspensions on the duo on 22 December, the IAAF described their explanations for missing the tests as ""unacceptable"". But Kenteris' lawyer Gregory Ioannidis told BBC Sport earlier this week he was confident the sprinters would be cleared of the charges of failing to give information on their location and refusing to submit to testing. ""We refute both charges as unsubstantiated and illogical,"" he said. ""There have been certain breaches in the correct application of the rules on behalf of the sporting authorities and their officials, and these procedural breaches have also violated my client's rights. ""There is also evidence that proves the fact that my client has been persecuted.""
",sport
"Chepkemei joins Edinburgh line-up

Susan Chepkemei has decided she is fit enough to run in next month's Great Edinburgh International Cross Country.

The Kenyan was initially unsure if she would have recovered from her gruelling tussle with Paula Radcliffe in the New York Marathon in time to compete. But she has declared herself up to the task and joins a field headed by World cross country champion Benita Johnson. Race director Matthew Turnbull said: ""Susan will add even more strength in depth to the world-class line up."" Chepkemei, who won the six kilometre event three years ago when it was staged in Newcastle, endured an epic battle with Radcliffe in the Big Apple until the Briton outsprinted her in the final 400m. Tirunesh Dibaba of Ethiopia will defend the title she won last year in Tyneside - before the race was moved north of the border. Recently-crowned European cross country champion Briton Hayley Yelling also competes in Edinburgh on 15 January, as does in-form Scot Kathy Butler.
",sport
"El Guerrouj targets cross country

Double Olympic champion Hicham El Guerrouj is set to make a rare appearance at the World Cross Country Championships in France.

But the Moroccan, who has not raced over cross country for 15 years, will not decide until two weeks before the event which starts on 19 March. ""If I am to compete in it, it is only if I feel I can win,"" said the 30-year-old, who is retiring in 2006. ""Otherwise there is not much point in me going."" El Guerrouj achieved a lifetime ambition last August when he clinched his first Olympic titles over 1500m and 5,000m. But the four-time world 1500m champion is still hungry for more success before calling time on his career. The 30-year-old has set his sights on clinching the world 5,000m crown in Helsinki this summer. And he is aiming to break 10,000m Olympic champion Kenenisa Bekele's 5,000m and 10,000m world records.

El Guerrouj could meet Bekele in March as the Ethiopian is the defending world cross country champion over both the long and short courses. But the Moroccan will not commit himself to the St Galmier event until he assesses how well his winter training is going. ""The return to training was very difficult because I accepted a lot of invitations these past few months,"" said El Guerrouj. ""I am almost a month behind but I am on the right track.""


 - Britain's Paula Radcliffe has also not ruled out competing in the World Cross Country Championships. ""I haven't quite decided what events I will compete in prior to London but the World Cross Country is an event which is also special to me and is a definite possibility,"" said the two-time champion.
",sport
"Covid pandemic linked to surge in child and teen diabetes

There has been an unusual rise in the number of children and teenagers around the world diagnosed with type 1 diabetes since Covid, say researchers.

A new study in JAMA Network Open journal has collated available data from different countries, including the UK, on more than 38,000 young people diagnosed during the pandemic.

The authors describe the increase in cases of diabetes as ""substantial"".

More work is needed to understand why the rise is happening, they say.

Some of the rise could be attributed to catch-up - from backlogs and delays when health services were shut - but does not explain all of the newly diagnosed cases, say scientists.

Before the pandemic, the incidence rate of childhood type 1 diabetes was already increasing - by about 3% a year.",health
"Aspartame - is it a possible cause of cancer?

The sweetener aspartame, which is found in a variety of foods and fizzy drinks, is set to be officially classified as ""possibly carcinogenic"" to humans, reports claim.

The label frequently causes confusion as it gives no sense of whether the potential risk is big or miniscule.

Other ""possibly carcinogenic"" substances include aloe vera, diesel and pickled Asian vegetables.

The BBC understands the International Agency for Research on Cancer (IARC) will make an announcement on 14 July.

Aspartame is 200 times sweeter than sugar, so it gives the taste without the calories.

You will find it on the ingredients list of many diet or sugar-free foods including diet drinks, chewing gums and some yoghurts. High profile drinks containing aspartame include Diet Coke, Coke Zero, Pepsi Max, and 7 Up Free, but the sweetener is in around 6,000 food products.

The sweetener has been used for decades and approved by food safety bodies, but there has been a swirl of controversy around the ingredient.

IARC, the cancer research arm of the World Health Organization, has been reviewing about 1,300 studies on aspartame and cancer.

The Reuters news agency says it has spoken to sources close to the process, and aspartame will be classified ""possibly carcinogenic"" - but what does the classification actually mean?

The BBC understands official announcements will be made by IARC and a separate expert committee on food additives - alongside a publication in the Lancet Oncology medical journal on 14 July.",health
"Bird flu defence discovered in our bodies

A key defence that blocks nearly all bird flu when it attempts to invade our body has been discovered by scientists.

Bird flus have been involved in four pandemics since 1918 - killing millions of people.

The research, led by the University of Glasgow, showed those pandemics and normal winter flus had evolved ways of getting round this ""powerful barrier"".

The team think we will soon be able to predict which of the flus currently in birds pose the biggest risk.

The scientists were investigating spillover events. These are the moments a person catches an infection from an animal. This jump across species is a critical step in the start of a new pandemic.

In laboratory experiments, researchers uncovered a section of our genetic code - our DNA - that becomes activated in response to an infection. It is called BTN3A3 (although even the researchers admit ""we're stuck"" with a clunky name).

The data, published in the journal Nature, showed BTN3A3 became active in our nose, throat and lungs and that it reduced the ability of bird flus to replicate.

Researcher Dr Rute Maria Pinto said ""nearly all"" bird flus are unable to bypass this protection so ""these are normally blocked by it, so they don't jump"".

She added: ""The big majority of human viruses and in fact all pandemic viruses so far, have [resistance to BTN3A3] so they overcome this block and therefore infect.""

There is a constant chance of bird flus making the jump into people. There is a variety of flu viruses in wild birds, and poultry poses a high risk because of the sheer number of farmed animals and their close proximity to people.

",health
"US health alert over malaria cases in Florida and Texas

Florida and Texas are seeing some locally acquired cases of malaria - the first spread of the mosquito-transmitted disease inside the US in 20 years, officials warn in a health alert.

Active surveillance for more cases is continuing, the Centres for Disease Control says.

The risk of catching malaria in the US remains extremely low, it says.

All five patients - four in Florida, one in Texas - have now had treatment.

Malaria is caused by being bitten by an infected mosquito. People cannot catch it from each other. But the insects catch it from infected people - and the cycle continues.

It is common in large areas of Africa, Asia and Central and South America but not the US.

However, Anopheles mosquitoes, found throughout many parts of the US, can transmit malaria, if they have fed on an infected person.

The risk is higher in areas where:

the climate means insects survive during most of the year
travellers from malaria-endemic areas are found
Infected people can suffer fever, sweats and chills. Malaria is an emergency and must be treated quickly with drugs to kill the parasite that causes the infection.

Using insect repellent and covering up can help protect against mosquito bites.

The CDC says it is working with the Florida and Texas health departments and those recently diagnosed and treated ""are improving"".

US doctors are being advised to consider malaria in any person with an unexplained fever, regardless of international travel history, particularly if they have visited or live in the affected areas of Florida or Texas.

Florida has issued a mosquito-borne illness alert after cases were discovered in Sarasota County and Manatee County, warning residents to drain standing water where mosquitoes can breed and wear long-sleeved shirts and pants.",health
"Organ harvesting: Trafficked for his kidney and now forced into hiding

When a man who'd been sleeping rough walked into a police station near Heathrow Airport, it would lead to the UK's first prosecution of human trafficking for organ removal. The BBC has been given unprecedented access to the Metropolitan Police team that investigated this historic case.

Daniel was about to get the fright of his life.

He was sitting in a consulting room at the Royal Free hospital in London, speaking to doctors with his limited English.

The 21-year-old street trader from Lagos, Nigeria, had come to the UK days earlier for what he had been told was a ""life-changing opportunity"". He thought he was going to get a better job.

But now doctors were talking to him about the risks of the operation and the need for lifelong medical care.

It was at that moment, Daniel told investigators, that he realised there was no job opportunity and he had been brought to the UK to give a kidney to a stranger.

""He was going to literally be cut up like a piece of meat, take what they wanted out of him and then stitch him back up,"" according to Cristina Huddleston, from the anti modern slavery group Justice and Care.

Luckily for Daniel, the doctors had become suspicious that he didn't know what was going on and feared he was being coerced. So they halted the process.

Daniel was not free of his traffickers though. Back in the flat he was staying in, two men came to examine him. It was then he overheard a conversation about sending him back to Nigeria to remove his kidney there.

He fled, and after two nights sleeping rough, he walked into a police station near Heathrow, triggering an investigation that would lead to the UK's first prosecution for human trafficking for organ removal.",health
"Major research lost after cleaner turned off fridge, lawsuit says

A cleaner destroyed decades of ""groundbreaking"" work by shutting off a lab freezer containing key samples over an ""annoying"" alarm sound, US lawyers have claimed.

A sign explained how to mute the beep, but a breaker was reportedly switched off after a reading error.

Samples stored at -80C (-112F) were left ""unsalvageable"", causing $1m in damages, lawyers said.

The lab's school is suing the cleaner's employer for improper training.

The company held a $1.4m (£1.1m) contract to clean the Rensselaer Polytechnic Institute in Troy, New York back in 2020 which is when the alleged incident happened, paper Times Union reported.

Research on photosynthesis, headed by Prof KV Lakshmi, had the potential to be ""ground-breaking"" in furthering solar panel development, a lawyer for the institute wrote.

A few days before the freezer was turned off, an alarm went off to alert a 3C temperature rise. Though the fluctuation could have been catastrophic, Prof Lakshmi ""determined that the cell cultures, samples and research were not being harmed,"" the legal case read.

Due to Covid restrictions at the time, it would take a week before any repairs could begin.

In the meantime, a sign on the freezer's door read: ""This freezer is beeping as it is under repair. Please do not move or unplug it. No cleaning required in this area.

""You can press the alarm/test mute button for 5-10 seconds if you would like to mute the sound.""

But days after the alarm started sounding, the cleaner turned off the circuit breaker providing electricity to the freezer.

The majority of specimens that were meant to be kept at -80C were ""compromised, destroyed and rendered unsalvageable, demolishing more than 20 years of research"", according to the legal case.

A report filed by public safety staff at the institute said the cleaner thought they were flipping the breaker on when they actually turned it off, the New York Post reported.

The temperature had allegedly risen by 50 degrees to about -30C by the time researchers discovered the error.

Lawyer Michael Ginsberg told NBC News that the cleaning employee heard ""annoying alarms"", and lawyers that interviewed him reported ""he still did not appear to believe he had done anything wrong, but was just trying to help.""

The institute's legal team says the company that employed the cleaner failed to adequately train their employee. The company has not yet commented.

",health
"NHS watchdog rejects Mounjaro fat loss jab for diabetes

A new diabetes medicine dubbed the ""King Kong"" of weight loss jabs cannot be recommended on the NHS yet because the cost for benefit may not be justified, a spending watchdog says.

The National Institute for Health and Care Excellence (NICE) says it needs more evidence on Mounjaro, even though it recently approved a similar weekly injection called Wegovy.

Both drugs blunt appetite, so users feel full and eat less.

They also help manage blood glucose.

Social media posts about people, often celebrities, shedding large amounts of weight has led to big demand for these types of treatment.

There have been ongoing global shortages of another injection for type 2 diabetes, called Ozempic, that some people have been buying off-label as a weight loss aid. The pre-filled pens contain a lower dose of the same medicine - semaglutide - that is in Wegovy.

The draft guidelines from NICE say it is yet to be established if Mounjaro, also known as tirzepatide, represents good value for money, alongside diet and exercise, for adults with type 2 diabetes and a high body mass index.

The NHS price of the pre-filled pens has not been made public because of commercial sensitivities.

Helen Knight, from NICE, said: ""Type 2 diabetes is becoming more prevalent in society, so new treatment options are needed to help people with it to control their blood-glucose levels.

""Our committee can see the promise in tirzepatide, but it requires more evidence to be able to evaluate both its clinical, and cost, effectiveness.""

Manufacturer Eli Lilly has been asked to submit more data for the committee to look at ahead of its next meeting.

This recommendation in England is not intended to affect treatment with tirzepatide that was started in the NHS before this guidance was published, says NICE.

People having treatment outside this recommendation may continue without change, until they and their NHS clinician consider it appropriate to stop.

Weight-loss: Are injections the answer to tackling obesity?

Weight loss jab to be sold by UK chemist shops

Wegovy (semaglutide), meanwhile, has been approved for use by the NHS in England for adults with at least one obesity-related health problem, which can include type 2 diabetes.

Stocks are not yet available, but the prime minister has said GPs in England may soon start offering it to some patients, as well as specialist weight management clinics.

Rishi Sunak said it could be a ""game-changer"", as he announced a £40m pilot scheme to increase access to the drug.",health
"South Koreans become younger under new age-counting law

South Koreans have become a year or two younger as a new law aligns the nation's two traditional age-counting methods with international standards.

The law scraps one traditional system that deemed South Koreans one year old at birth, counting time in the womb.

Another counted everyone as ageing by a year every first day of January instead of on their birthdays.

The switch to age-counting based on birth date took effect on Wednesday.

President Yoon Suk Yeol pushed strongly for the change when he ran for office last year. The traditional age-counting methods created ""unnecessary social and economic costs"", he said.

For instance, disputes have arisen over insurance pay-outs and determining eligibility for government assistance programmes.

Previously, the most widely used calculation method in Korea was the centuries-old ""Korean age"" system, in which a person turns one at birth and gains a year on 1 January. This means a baby born on 31 December will be two years old the next day.

A separate ""counting age"" system, that was also traditionally used in the country, considers a person zero at birth and adds a year on 1 January.

This means that, for example, as of 28 June 2023, a person born on 29 June 2003 is 19 under the international system, 20 under the ""counting age"" system and 21 under the ""Korean age"" system.

Lawmakers voted to scrap the traditional counting methods last December.

Despite the move, many existing statutes that count a person's age based on the ""counting age"" calendar year system will remain. For example, South Koreans can buy cigarettes and alcohol from the year - not the day - they turn 19.

Three in four South Koreans were also in favour of the standardisation, according to a poll by local firm Hankook Research in January 2022.

Some, like Jeongsuk Woo, hope the change will help break down Korea's hierarchical culture.

""There is a subconscious layer of ageism in people's behaviour. This is evident even in the complex language system based on age... I hope the abolition of 'Korean age' system and the adaptation of the international standard get rid of old relics of the past,"" said the 28-year-old content creator.

Another resident Hyun Jeong Byun said: ""I love it, because now I'm two years younger. My birthday is in December, so I always felt like this Korean age system is making me socially older than what I actually am.

""Now that Korea is following the global standard, I no longer have to explain my 'Korean age' when I go abroad.""

The 31-year-old doctor said South Korea's medical sector has already been adopting the international age system.

The traditional age-counting methods were also used by other East Asian countries, but most have dropped it.

Japan adopted the international standard in 1950 while North Korea followed suit in the 1980s.",health
"She helped kill Roe v Wade - now she wants to end abortion in America

When Kristan Hawkins was 23, she started sleeping in her office.

It was years before her organisation, Students for Life of America (SFLA), would become one of the largest, most influential anti-abortion groups in the country. And it was more than a decade before she would stand outside the US Supreme Court to announce to her triumphant supporters that the nationwide right to abortion had been undone.

But back then, in 2008, the SFLA headquarters were in Arlington, Virginia, and the closest town where Hawkins and her husband could afford to buy a house was 90 minutes away.

At first, she tried the commute, leaving home at 5am and returning at 8pm. But the drives became too much, gas too expensive.

So she bought a cheap loveseat from Ikea, figuring she could put in 30 hours of work over two days before driving home for a night. She used a nearby Gold's Gym for showers, the new couch for naps. When Hawkins found the office was also inhabited by cockroaches, she bought an eye mask and started sleeping with the lights on to keep them away.

""It was terrible, terrible,"" her husband Jonathan said of that period, which was just two years into their marriage.

But Kristan Hawkins was relentless. And she had a job to do, she was going to see the end of Roe v Wade, overturning the national right to abortion that had been protected for nearly half a century.

Last June, she was successful. Pro-choice advocates say that her activism since then has already helped cut off abortion access for around 20 million women, and pushed the country into a public health crisis.

But Hawkins has a new, more ambitious goal: she wants to make abortion unthinkable and unavailable across the US.

In the year after Roe was overturned, Hawkins has gone into overdrive, growing the size and reach of SFLA and using that power to push state legislatures to pass increasingly severe bans.

""That's the momentum thing, right? Like, ok, all of America is watching, push the gas pedal down on everything, right now,"" she said. ""More, more, more, more, more.""

Hawkins, now 38, is bolder and more unyielding than her predecessors, reflective of a new generation of activists moving towards their ultimate goal: a federal abortion ban, beginning at conception.

""She's representative of the rightward shift in the movement… and how far the movement can go,"" said Mary Ziegler, a law professor at the University of California, Davis, and a leading expert on the US abortion debate. ""Kristan is really important to understanding what comes next.""

Hawkins' plans are at odds with public opinion - a majority of Americans support access to legal abortion - and even some Republicans say she is going too far, too fast.

But Roe's reversal, too, was once considered a longshot. And now, one year after its demise, Hawkins believes she will lead the anti-abortion movement to another improbable win.",health
"US health panel releases new breast cancer screening guidelines

A body of US medical experts is recommending women begin preventative breast cancer screening a decade earlier than under current guidelines.

They recommend preventative mammograms starting at age 40 with regular screenings every other year.

The draft guidelines from the US Preventive Services Task Force (USPS) are now under review.

Previous guidelines suggested most women start screening at age 50.

The task force - made up of doctors and disease experts who look at research on the best way to prevent diseases - said that, if adopted, the new recommendations could save the lives of an additional 19% of American women.

Breast cancer is the second most common cancer among US women, according to the Centers for Disease Control and Prevention, and nearly 13% of American women will be diagnosed with breast cancer at some point in their lifetimes.

The new screening guidelines are especially crucial for black women, who are ""40% more likely to die from breast cancer than white women"", the task force said on Tuesday.

""Ensuring Black women start screening at age 40 is an important first step, yet it is not enough to improve the health inequities we face related to breast cancer,"" Vice Chair Dr Wanda Nicholson said in a statement.

The new draft guidelines would apply to women who have an average risk for breast cancer, or a family history of the disease. It also includes women with other risk factors like dense breast tissue, a condition that can both increase the risk of cancer and make it harder to detect using mammograms.

The guidelines would not, however, apply to women who have a genetic risk of breast cancer, such as the BRCA1 genetic mutation.",health
"Kenya sickle cell: Fighting to dispel the myths around the disease

Sickle cell disease affects more people in countries in Africa than anywhere else in the world. BBC Africa Eye joined someone who helps give a voice to those with sickle cell in one town in Kenya, where nearly a quarter of the population lives with the genetic disease.

In the small town of Taveta, lodged in Kenya's Taita Hills close to the border with Tanzania, families sat on every available bench under a canopy at a local health clinic. Those who could not find space stood or sat on the grass.

""Who here has sickle cell?"" asked Lea Kilenga Bey, the woman at the front, who they had all been waiting to hear from.

""All of us,"" they shouted in unison, meaning that they either carry the genetic mutation or are looking after someone who does.

In this busy market town at the base of Mount Kilimanjaro, with a population of just 22,000, nearly one in four of the residents have sickle cell, one of the highest rates of the genetic disease in the country.

The red blood cells of some people with sickle cell, which are normally round, are shaped like a crescent moon or a sickle, and cannot transport enough oxygen around the body. Those with sickle cell can experience episodes of severe pain sometimes lasting weeks.

According to the World Health Organization (WHO), two-thirds of people affected by sickle cell worldwide live in countries in Africa.

It is the most prevalent genetically acquired disease in the region, and the survival statistics are stark.

More than half of children born with sickle cell will die before the age of five, usually from an infection or severe anaemia. Some medical journals say child mortality rates are as high as 90%.

A woman at the clinic put her hand up to ask a question.

""They say that someone with sickle cell cannot live beyond 20 years old. They only get to 15 years and most they can live is 18 years old.""

Ms Bey pointed out that she was diagnosed with sickle cell at the age of six months and had survived - she is now in her 30s.

""It is a curse,"" another woman shouted out.

In 2017, Ms Bey founded the Africa Sickle Cell organisation, an non-governmental organisation focused on improving the lives of people with sickle cell. She regularly visits communities to spread awareness of the genetic disease, but she went back to Taveta, her hometown, to help support the people there.

""A lot of communities attribute sickle cell to ancestral curses, witchcraft,"" Ms Bey told BBC Africa Eye.

""This is a situation for any unknown thing in the community. People form their own stories around them. So, I had to go and tell people sickle cell is not witchcraft. It's not ancestral curses. It's something that we can solve.""

One of the main challenges for people with sickle cell in Taveta, and other towns across Kenya, is access to medicine.",health
"The woman who travelled seven hours by camel to give birth

When Mona's contractions hit, a camel became her lifeline.

Mona, 19, expected the 40km (25-mile) journey to the hospital would take four hours from her home on top of rocky mountains. But with no roads - suffering labour pains and in bad weather - it took seven hours instead.

""With every step the camel took forward, I was torn apart,"" she said.

When the camel could go no further, Mona dismounted and trudged the final leg of her journey on foot with her husband.

In north-west Yemen's Mahweet province, Bani Saad hospital is the only surviving health facility for thousands of women. From Mona's house, in Al-Maaqara village, the facility can only be reached through treacherous mountains on camels or by foot.

While clinging to her ride, Mona feared for her safety and that of her unborn child.

""The road was rocky,"" she said, recalling the ""physically and mentally exhausting trip"".

""There were times I prayed that God would take me away and protect my baby so I could escape the pain.""

Mona has no memory of arriving at the hospital but she does remember being filled with hope after hearing her baby's cries in the hands of midwives and surgeons.

She, along with her husband, named the baby boy Jarrah after the surgeon who saved them.

The roads to the hospital from nearby villages are narrow. Some are disintegrated or blocked due to eight years of war between pro-government forces supported by a Saudi-led coalition and the Iranian-backed rebel Houthi movement.

Women, family members, or partners often assist pregnant women for hours through the hills to the hospital.

Salma Abdu, 33, who was accompanying an expectant mother, said that halfway through her journey she saw a pregnant woman who had died at night on her way.

Salma is urging people to have mercy on the women and children.

""We need roads, hospitals, pharmacies. We are stranded in this valley. Those who are lucky give birth safely. Others die, also having endured the misery of the trip,"" she said.

Some families can pay for the hospital but do not have the financial resources to get there.

A woman dies every two hours during childbirth from preventable causes in Yemen, according to Hicham Nahro of the United Nations Population Fund (UNFPA) in Yemen.

Mr Nahro said it was often the case that women in remote areas of Yemen did not have regular check-ups or seek help unless they started bleeding or were in severe pain.",health
"More gambling clinics set up after record demand

NHS England is nearly doubling its number of gambling addiction clinics after referrals hit a record high.

Seven new facilities are to be opened this summer on top of the eight already available around the country.

Some 1,389 patients were referred for gambling support in 2022/23 - a sharp rise from 775 two years previously.

However, political opponents have accused ministers of ""dragging their feet"" over promised reforms to protect gamblers.

Gambling addiction is ""a cruel disease which has the power to destroy people's lives"", said NHS chief executive Amanda Pritchard in a statement announcing the new clinics.

Children and adults are being ""bombarded"" with gambling adverts, added Ms Pritchard, who also highlighted the ease of gambling ""at the touch of a button"" on modern smartphones.

The NHS announcement follows a coroner's verdict on Thursday that one betting firm could have done more to help a gambler who took his own life in 2021 after amassing huge debts.

The company in question, Betfair, said it had met all the regulatory standards which were in place at the time, but conceded in hindsight that it should have done more.

When the full set of 15 facilities are open across England, the health service hopes to be able to treat 3,000 patients a year, using techniques such as cognitive behavioural therapy (CBT).

The seven new clinics are in Blackpool, Bristol, Derby, Liverpool, Milton Keynes, Sheffield, and Thurrock in Essex.

These are in addition to others already running in London, Leeds, Newcastle, Manchester, Southampton, Stoke-on-Trent and Telford.

An eighth clinic in London exists to treat not only gambling but also gaming addiction in children and young people.

Gambling addiction: ""It's a double life""
Neil O'Brien, the public health minister, noted the ""stark rise"" in the number of people seeking NHS treatment for gambling issues, noting that such issues could have a ""devastating impact"" on people's lives.

He said the government had set out plans to tackle such issues, including a commitment to introduce a statutory levy so gambling companies pay their ""fair share"" towards treatment services.

The publication of the government's white paper in April marked the biggest shake-up of regulation in the sector since the advent of the smartphone.

Among the measures proposed were a stake limit of £2 on online slot machines for young gamblers. But campaigners attacked a lack of action on adverts.

The new addiction facilities were described as ""heartening"" by the charity Gambling with Lives, whose strategy director Will Prochaska said the clinics ""couldn't come at a more pertinent moment, whilst gambling advertising lures more people into harm"".

Sunday's announcement was also welcomed by Matt Zarb-Cousin, the director of Clean Up Gambling, who said: ""Gambling is an addiction like any other and 86% of the profits from online gambling comes from the 5% who are addicted or at risk.

""It's so important access to treatment is normalised and people know that there is NHS help available in their area if they experience harm from gambling - harm that the current industry business model is built on.""

The Lib Dems said news of record addiction referrals showed the Conservatives were not doing enough to protect gamblers.

""Far too many people are suffering from gambling harms,"" said health spokesperson Daisy Cooper MP.

""The Conservatives have been promising reforms to protect them for years but are still dragging their feet.

""These new figures must be a wake-up call to ministers to stop dithering and act now, before more lives are ruined.""",health
"Cancer: Mum writes book to help child cope with her diagnosis

How am I going to tell my child? That was the first thing that crossed Hollie McFarlane's mind when she was diagnosed with breast cancer.

She and her daughter Sydney, four, are very close and spent a lot of time together while Hollie's husband worked away during the week.

Their weekly routine included the library, pizza night, swimming, McDonald's and the zoo.

But eight months ago their lives ""changed overnight"".

The 43-year-old from Pwllheli found a lump in her breast in October last year after putting Sydney back to bed after a nightmare.

""Everyone was saying to me 'you've got absolutely nothing to worry about, you've lost weight and your body is just changing',"" Hollie said, but she booked a check-up anyway.

""The day came and I was absolutely convinced that it was nothing to worry about.""

But the English and Drama teacher was ""absolutely floored"" after seeing the look on her doctor and nurses' face.

Her husband, Mike, quit his job and didn't leave the pair's side for the next five months.

Breast cancer is the most common type of cancer in the UK and one in seven women are diagnosed during their lifetime, according to the NHS.

",health
"Royal Surrey hospital opens new cardiac lab after £500k revamp

A state-of-the-art cardiac laboratory has opened at a hospital after a £500k refurbishment.

The Royal Surrey NHS Foundation Trust said its new Cardiac Catheter Laboratory featured equipment which had not been used anywhere else in the UK.

It said the ""cath lab"" was a specialist X-ray room where heart conditions could be diagnosed and treated.

The trust said the investment will ensure Guildford and Waverley maintain a high quality cardiac service.

It said planned and emergency procedures for more than 4,500 patients would happen in the lab each year.

Those would include the insertion of devices such as pacemakers and implantable cardiovascular defibrillators, which treat people with abnormal heart rhythms.

During the 12-week refurbishment, the lab was temporarily housed in a unit within the trust's main operating theatres.

Trust chief executive Louise Stead said it was a ""fantastic facility that will enhance the high level of specialised care we can provide"".

",health
"Laura Kuenssberg: Love it or hate it, the NHS is here to stay

The British have a love-hate relationship with the NHS.

According to researchers at the King's Fund, the public gave the NHS its worst rating since records began 40 years ago. Just 29% said they were satisfied with the NHS in 2022.

And yet we still love it. A whopping 90% of the public agrees the service should be free and available to everyone.

But with more than seven million people on waiting lists, almost everyone knows someone who isn't getting the care they need.

As the NHS approaches its 75th anniversary, politicians are falling over themselves to praise the service.

But when the cameras aren't rolling, the message you hear can be a very different one. Just like us, politicians have a love-hate relationship with the NHS.

""The whole system is paralysed and not improving - all the progress is going backwards."" That's not the kind of thing you're likely to hear a minister say in public but it is the candid verdict of a former health minister talking privately.

Hugh Pym: Will the plan to tackle NHS staffing shortages work?

Ministers set out plan to train and keep more NHS staff

High rate of avoidable deaths linked to NHS woes

They say the NHS chief executive has become the ""rationer-in-chief"" tasked with ""spreading the jam more and more thinly"" as the demand for care races ahead of what's available.

Another Conservative former minister tells me the ""National Health Service is an oxymoron"", a contradiction, because ""the leadership is incredibly patchy and outcomes are mixed"".

For Labour, a source says there is increasing ""anxiety and jeopardy"" about the future of the service and ""it really is a case of change or die"".

You'd be hard pressed to find a politician who would admit that services are being rationed but in off-the-record conversations that word comes up again and again.

One of the former ministers says ""people have to understand that there is rationing according to wait"" - saying that is the ""trade-off"" with the traditional model.

A former government adviser says ""people know there is rationing - the service is pretty good when you get it - but you might not"".

You won't find health rationing on any political leaflet or Facebook ad.

But the public's attachment to the concept of the NHS remains extremely strong. Before and after the pandemic voters are in no mood for a discussion about changing its core principles - despite all the problems.

The former government health adviser tells me that any serious conversation about fundamental change is nigh on impossible.

""Any sophisticated Tory politician knows they'd sign their own death warrant"" if they raised the prospect of a wholesale change, they say.

Remember Prime Minister Rishi Sunak's proposal to fine patients if they missed a GP appointment? It was ditched almost as soon as it was suggested.",health
"Artist's impressions reveal £24m Princess Royal Hospital care hub

Artist's impressions showing how a new £24m hospital care hub will look when it opens next year, have been revealed.

The hub at the Princess Royal Hospital in Telford, will support day case procedures including ear, nose and throat, breast, and general surgery.

It will mean the hospital can cope with more day case operations, shortening waiting times, said Dr Steve McKew.

The site will be made up of four modern theatres, new recovery areas and patient consultation pods.

The two-storey hub will also support maxillofacial, gynaecological and orthopaedic operations.

Plans for the Princess Royal Hospital also include the ongoing upgrade of its main entrance, and new retail facilities for patients, visitors and staff, which are due to be completed this winter.

Dr McKew said: ""Day case procedures will be able to take place all year round, despite seasonal pressures, which is great news for our patients who won't have to wait as long for their operation.

""We are looking forward to welcoming our very first patients next year.""

The site had been originally due to open in summer 2023 and the Shrewsbury and Telford NHS Trust has been contacted as to why it has been delayed.",health
"Migraine: Ceredigion woman says condition controls her life

A woman who has about nine migraines a month has said the condition controls her life.

Delyth Jones, 32, from Ceredigion, said she has missed her children's school concerts and sports days due to them.

A former GP who lost her job after a chronic migraine diagnosis has set up a voluntary support group in Cardiff, citing a lack of support.

The Welsh government said it was committed to improving care and services.

Ms Jones first started having migraines as a teenager and described the pain as ""intense"".

""It starts as a little tingling behind my eye, and I think 'oh yes, I'm going to have a migraine today',"" she said.

'How the sea helped my migraines'
NHS backs new wafer to prevent migraines
'Life-changing' migraine drug rejected for NHS
""[It's] a huge pressure running back towards the back of my head from my eye. The pain, I can't describe it.""

Ms Jones said some of her migraines can last for days.

""As a mother of three, it affects my life massively. I've missed out on things that they do, school concerts, sports days,"" she said.

""I've turned into an anxious person. Anxious that people don't believe me when I say that I have one. I feel isolated.

""Not many other people I know have them and I can't talk to other people about how I feel because they don't understand.""

Ms Jones said she struggled with a lack of support when she went to see the doctor about her migraines.",health
